Unnamed: 0,file,y_true,y_pred,confidence,true_label,predicted_label,status
132,myrtus/Myr.M.comX400wF(1095)(1091)A-5.png,8,8,0.9978732,erica,myrtus,Correct
133,myrtus/Myr.M.comX400wF(1095)(1091)A-59.png,8,8,0.99758136,erica,myrtus,Correct
134,myrtus/Myr.M.comX400wF(1095)(1091)A-60.png,8,8,0.9986682,erica,myrtus,Correct
135,myrtus/Myr.M.comX400wF(1095)(1091)A-80.png,8,8,0.99273455,erica,myrtus,Correct
136,myrtus/Myr.M.comX400wF(1095)(1091)A-87.png,8,8,0.9957879,erica,myrtus,Correct
137,myrtus/Myr.M.comX400wF(1095)(1091)A-91.png,8,8,0.9980057,erica,myrtus,Correct
138,myrtus/Myr.M.comX400wF(1097)(1090)C-16.png,8,8,0.97284603,erica,myrtus,Correct
139,myrtus/Myr.M.comX400wF(1097)(1090)C-33.png,8,8,0.9984572,erica,myrtus,Correct
140,myrtus/Myr.M.comX400wF(1097)(1090)C-51.png,8,8,0.9984132,erica,myrtus,Correct
141,myrtus/Myr.M.comX400wF(1097)(1090)C-52.png,8,8,0.9978193,erica,myrtus,Correct
142,olea/Ole.O.euroX400wF(4263)(0)C-159.png,9,9,0.99965835,eucalyptus,olea,Correct
143,origanum/Lam.O.micX400wF(884)(0)A-11.png,10,10,0.99646485,ferula,origanum,Correct
144,origanum/Lam.O.micX400wF(886)(0)C-53.png,10,10,0.998125,ferula,origanum,Correct
145,origanum/Lam.O.micX400wF(887)(0)D-10.png,10,10,0.9971814,ferula,origanum,Correct
146,origanum/Lam.O.micX400wF(887)(0)D-12.png,10,10,0.9966434,ferula,origanum,Correct
147,origanum/Lam.O.micX400wF(887)(0)D-6.png,10,10,0.9984793,ferula,origanum,Correct
149,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-19.png,11,11,0.9991186,myrtus,oxalis,Correct
150,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-5.png,11,11,0.9991854,myrtus,oxalis,Correct
151,oxalis/Oxa.O.pes.cX400wF(1735)(0)C-7.png,11,11,0.9986959,myrtus,oxalis,Correct
152,oxalis/Oxa.O.pes.cX400wF(1736)(0)D-2.png,11,11,0.994087,myrtus,oxalis,Correct
153,oxalis/Oxa.O.pes.cX400wF(1737)(1736)E-2.png,11,11,0.9990784,myrtus,oxalis,Correct
154,oxalis/Oxa.O.pes.cX400wF(1737)(1736)E-3.png,11,11,0.99861,myrtus,oxalis,Correct
155,oxalis/Oxa.O.pes.cX400wF(1738)(0)F-13.png,11,11,0.9991781,myrtus,oxalis,Correct
156,oxalis/Oxa.O.pes.cX400wF(1738)(0)F-3.png,11,11,0.9986829,myrtus,oxalis,Correct
157,oxalis/Oxa.O.pes.cX400wF(1740)(0)H-10.png,11,11,0.9990815,myrtus,oxalis,Correct
158,oxalis/Oxa.O.pes.cX400wF(1740)(0)H-6.png,11,11,0.99201435,myrtus,oxalis,Correct
159,oxalis/Oxa.O.pes.cX400wF(1741)(0)I-3.png,11,11,0.9994435,myrtus,oxalis,Correct
160,oxalis/Oxa.O.pes.cX400wF(1742)(1741)J-3.png,11,11,0.99944717,myrtus,oxalis,Correct
161,oxalis/Oxa.O.pes.cX400wF(1742)(1741)J-5.png,11,11,0.9990121,myrtus,oxalis,Correct
162,pinus/Pin.P.brutX400wF(3171)(0)A-6.png,12,12,0.99980754,olea,pinus,Correct
163,pinus/Pin.P.brutX400wF(3172)(0)B-2.png,12,12,0.9997725,olea,pinus,Correct
164,pinus/Pin.P.brutX400wF(3174)(0)D-3.png,12,12,0.99950683,olea,pinus,Correct
165,salvia/Lam.S.triX400wF(2189)(0)B-6.png,14,14,0.99888676,origanum,salvia,Correct
166,salvia/Lam.S.triX400wF(2189)(0)B-61.png,14,14,0.9991334,origanum,salvia,Correct
167,salvia/Lam.S.triX400wF(2190)(0)C-17.png,14,14,0.9988838,origanum,salvia,Correct
168,salvia/Lam.S.triX400wF(2190)(0)C-19.png,14,14,0.99848974,origanum,salvia,Correct
169,salvia/Lam.S.triX400wF(2190)(0)C-22.png,14,14,0.9986418,origanum,salvia,Correct
170,salvia/Lam.S.triX400wF(2191)(0)D-14.png,14,14,0.998563,origanum,salvia,Correct
171,salvia/Lam.S.triX400wF(2191)(0)D-23.png,14,14,0.9983589,origanum,salvia,Correct
172,salvia/Lam.S.triX400wF(2191)(0)D-36.png,14,14,0.9989447,origanum,salvia,Correct
173,salvia/Lam.S.triX400wF(2191)(0)D-41.png,14,14,0.99896705,origanum,salvia,Correct
174,salvia/Lam.S.triX400wF(2193)(0)F-3.png,14,14,0.9984267,origanum,salvia,Correct
176,satureja/Lam.S.thyX400wF(941)(937)A-6.png,15,15,0.99904937,oxalis,satureja,Correct
178,thymbra/Lam.T.capX400wF(1030)(0)B-1.png,17,17,0.999488,pinus,thymbra,Correct
179,thymbra/Lam.T.capX400wF(1033)(0)E-7.png,17,17,0.99965394,pinus,thymbra,Correct
180,thymbra/Lam.T.capX400wF(1033)(0)E-8.png,17,17,0.99944884,pinus,thymbra,Correct
181,thymbra/x40 f (1)-1.png,17,17,0.9897871,pinus,thymbra,Correct
182,vitis/Vit.V.viniX400wF(4978)(0)A-17.png,19,19,0.99860245,pistacia,vitis,Correct
183,vitis/Vit.V.viniX400wF(4978)(0)A-2.png,19,19,0.99957436,pistacia,vitis,Correct
184,vitis/Vit.V.viniX400wF(4981)(0)D-23.png,19,19,0.9929778,pistacia,vitis,Correct
185,vitis/Vit.V.viniX400wF(4985)(0)H-5.png,19,19,0.999739,pistacia,vitis,Correct
0,asphodelus/Asp.A.ramX400wF(1987)(0)D-5.png,0,0,0.99963975,asphodelus,asphodelus,Correct
1,asphodelus/Asp.A.ramX400wF(1989)(0)F-4.png,0,0,0.99944764,asphodelus,asphodelus,Correct
2,calicotome/Fab.C.vilX400wF(2016)(0)A-4.png,1,1,0.9998791,calicotome,calicotome,Correct
3,calicotome/Fab.C.vilX400wF(2017)(0)B-20.png,1,1,0.9989367,calicotome,calicotome,Correct
4,calicotome/Fab.C.vilX400wF(2017)(0)B-22.png,1,1,0.9991283,calicotome,calicotome,Correct
5,calicotome/Fab.C.vilX400wF(2018)(0)C-8.png,1,1,0.99499315,calicotome,calicotome,Correct
6,calicotome/Fab.C.vilX400wF(2019)(0)D-113.png,1,1,0.99981195,calicotome,calicotome,Correct
7,calicotome/Fab.C.vilX400wF(2019)(0)D-116.png,1,1,0.9998399,calicotome,calicotome,Correct
8,calicotome/Fab.C.vilX400wF(2019)(0)D-21.png,1,1,0.9956079,calicotome,calicotome,Correct
9,calicotome/Fab.C.vilX400wF(2019)(0)D-22.png,1,1,0.99988425,calicotome,calicotome,Correct
10,calicotome/Fab.C.vilX400wF(2019)(0)D-25.png,1,1,0.99983644,calicotome,calicotome,Correct
11,calicotome/Fab.C.vilX400wF(2019)(0)D-29.png,1,1,0.99793756,calicotome,calicotome,Correct
12,calicotome/Fab.C.vilX400wF(2019)(0)D-31.png,1,1,0.9998722,calicotome,calicotome,Correct
13,calicotome/Fab.C.vilX400wF(2019)(0)D-33.png,1,1,0.99984896,calicotome,calicotome,Correct
14,calicotome/Fab.C.vilX400wF(2019)(0)D-38.png,1,1,0.9998735,calicotome,calicotome,Correct
15,calicotome/Fab.C.vilX400wF(2019)(0)D-40.png,1,1,0.9998042,calicotome,calicotome,Correct
16,calicotome/Fab.C.vilX400wF(2019)(0)D-44.png,1,1,0.9998361,calicotome,calicotome,Correct
17,calicotome/Fab.C.vilX400wF(2019)(0)D-79.png,1,1,0.99984884,calicotome,calicotome,Correct
18,calicotome/Fab.C.vilX400wF(2020)(0)E-101.png,1,1,0.99985397,calicotome,calicotome,Correct
19,calicotome/Fab.C.vilX400wF(2020)(0)E-116.png,1,1,0.9998778,calicotome,calicotome,Correct
20,calicotome/Fab.C.vilX400wF(2020)(0)E-15.png,1,1,0.9998785,calicotome,calicotome,Correct
21,calicotome/Fab.C.vilX400wF(2020)(0)E-26.png,1,1,0.9997789,calicotome,calicotome,Correct
22,calicotome/Fab.C.vilX400wF(2020)(0)E-28.png,1,1,0.99985445,calicotome,calicotome,Correct
23,calicotome/Fab.C.vilX400wF(2020)(0)E-5.png,1,1,0.9994873,calicotome,calicotome,Correct
24,calicotome/Fab.C.vilX400wF(2020)(0)E-55.png,1,1,0.99961287,calicotome,calicotome,Correct
25,calicotome/Fab.C.vilX400wF(2020)(0)E-61.png,1,1,0.9996815,calicotome,calicotome,Correct
26,calicotome/Fab.C.vilX400wF(2020)(0)E-66.png,1,1,0.9998851,calicotome,calicotome,Correct
27,calicotome/Fab.C.vilX400wF(2020)(0)E-81.png,1,1,0.999793,calicotome,calicotome,Correct
28,calicotome/Fab.C.vilX400wF(2020)(0)E-86.png,1,1,0.9998989,calicotome,calicotome,Correct
29,calicotome/Fab.C.vilX400wF(2020)(0)E-97.png,1,1,0.9998344,calicotome,calicotome,Correct
31,erica/Eri.E.maniX400wF(5355)(0)A-10.png,5,5,0.9988164,ceratonia,erica,Correct
32,erica/Eri.E.maniX400wF(5355)(0)A-3.png,5,5,0.99978167,ceratonia,erica,Correct
33,erica/Eri.E.maniX400wF(5355)(0)A-5.png,5,5,0.99888307,ceratonia,erica,Correct
34,erica/Eri.E.maniX400wF(5355)(0)A-6.png,5,5,0.9998191,ceratonia,erica,Correct
35,erica/Eri.E.maniX400wF(5356)(0)B-16.png,5,5,0.9994098,ceratonia,erica,Correct
36,erica/Eri.E.maniX400wF(5357)(0)C-19.png,5,5,0.99849904,ceratonia,erica,Correct
37,erica/Eri.E.maniX400wF(5357)(0)C-23.png,5,5,0.9996947,ceratonia,erica,Correct
38,erica/Eri.E.maniX400wF(5357)(0)C-27.png,5,5,0.99975497,ceratonia,erica,Correct
39,erica/Eri.E.maniX400wF(5357)(0)C-8.png,5,5,0.99887747,ceratonia,erica,Correct
40,erica/Eri.E.maniX400wF(5359)(0)E-16.png,5,5,0.99966013,ceratonia,erica,Correct
41,erica/Eri.E.maniX400wF(5360)(0)F-12.png,5,5,0.99972516,ceratonia,erica,Correct
42,erica/Eri.E.maniX400wF(5360)(0)F-17.png,5,5,0.99988234,ceratonia,erica,Correct
43,erica/Eri.E.maniX400wF(5360)(0)F-2.png,5,5,0.99978286,ceratonia,erica,Correct
44,erica/Eri.E.maniX400wF(5360)(0)F-5.png,5,5,0.9995134,ceratonia,erica,Correct
45,erica/Eri.E.maniX400wF(5360)(0)F-6.png,5,5,0.9997713,ceratonia,erica,Correct
46,erica/Eri.E.maniX400wF(5360)(0)F-8.png,5,5,0.99976605,ceratonia,erica,Correct
47,erica/Eri.E.maniX400wF(5362)(0)H-3.png,5,5,0.9995283,ceratonia,erica,Correct
48,erica/Eri.E.maniX400wF(5363)(0)I-10.png,5,5,0.99978274,ceratonia,erica,Correct
49,eucalyptus/Myr.E.camaX400wF(1867)(0)B-7.png,6,6,0.9998597,ebenus,eucalyptus,Correct
50,eucalyptus/Myr.E.camaX400wF(1868)(0)C-13.png,6,6,0.99909055,ebenus,eucalyptus,Correct
51,eucalyptus/Myr.E.camaX400wF(1868)(0)C-7.png,6,6,0.9983542,ebenus,eucalyptus,Correct
52,eucalyptus/Myr.E.camaX400wF(1871)(0)F-1.png,6,6,0.99879587,ebenus,eucalyptus,Correct
54,eucalyptus/Myr.E.camaX400wF(1872)(0)G-4.png,6,6,0.9957569,ebenus,eucalyptus,Correct
55,eucalyptus/Myr.E.camaX400wF(2962)(0)H-16.png,6,6,0.9994248,ebenus,eucalyptus,Correct
56,eucalyptus/Myr.E.camaX400wF(2962)(0)H-2.png,6,6,0.9994485,ebenus,eucalyptus,Correct
57,eucalyptus/Myr.E.camaX400wF(2962)(0)H-31.png,6,6,0.9994691,ebenus,eucalyptus,Correct
58,eucalyptus/Myr.E.camaX400wF(2963)(0)I-1.png,6,6,0.99984765,ebenus,eucalyptus,Correct
59,eucalyptus/Myr.E.camaX400wF(2964)(0)J-17.png,6,6,0.9996401,ebenus,eucalyptus,Correct
60,eucalyptus/Myr.E.camaX400wF(2964)(0)J-18.png,6,6,0.9997948,ebenus,eucalyptus,Correct
61,eucalyptus/Myr.E.camaX400wF(2964)(0)J-2.png,6,6,0.99990094,ebenus,eucalyptus,Correct
62,eucalyptus/Myr.E.camaX400wF(2965)(0)K-11.png,6,6,0.99926573,ebenus,eucalyptus,Correct
63,eucalyptus/Myr.E.camaX400wF(2965)(0)K-15.png,6,6,0.9998971,ebenus,eucalyptus,Correct
64,eucalyptus/Myr.E.camaX400wF(2965)(0)K-5.png,6,6,0.999191,ebenus,eucalyptus,Correct
65,eucalyptus/Myr.E.camaX400wF(2965)(0)K-9.png,6,6,0.9991854,ebenus,eucalyptus,Correct
66,ferula/Api.F.comX400wF(2137)(0)C-6.png,7,7,0.99976677,erica,ferula,Correct
67,ferula/Api.F.comX400wF(2139)(0)E-12.png,7,7,0.9996213,erica,ferula,Correct
68,myrtus/IMG_3734-116.png,8,8,0.9984005,eucalyptus,myrtus,Correct
69,myrtus/IMG_3734-121.png,8,8,0.99926025,eucalyptus,myrtus,Correct
70,myrtus/IMG_3734-128.png,8,8,0.99915123,eucalyptus,myrtus,Correct
71,myrtus/IMG_3734-19.png,8,8,0.9996364,eucalyptus,myrtus,Correct
72,myrtus/IMG_3734-22.png,8,8,0.9987356,eucalyptus,myrtus,Correct
73,myrtus/IMG_3734-51.png,8,8,0.99941576,eucalyptus,myrtus,Correct
74,myrtus/IMG_3734-67.png,8,8,0.9994404,eucalyptus,myrtus,Correct
75,myrtus/IMG_3734-96.png,8,8,0.99926203,eucalyptus,myrtus,Correct
76,myrtus/IMG_3735-1.png,8,8,0.99953175,eucalyptus,myrtus,Correct
77,myrtus/IMG_3735-26.png,8,8,0.9994479,eucalyptus,myrtus,Correct
78,myrtus/IMG_3735-27.png,8,8,0.9992005,eucalyptus,myrtus,Correct
79,myrtus/IMG_3735-3.png,8,8,0.98820484,eucalyptus,myrtus,Correct
80,myrtus/IMG_3735-31.png,8,8,0.9990939,eucalyptus,myrtus,Correct
81,myrtus/IMG_3735-33.png,8,8,0.9991346,eucalyptus,myrtus,Correct
82,myrtus/IMG_3735-41.png,8,8,0.9992994,eucalyptus,myrtus,Correct
83,myrtus/IMG_3736-17.png,8,8,0.99830353,eucalyptus,myrtus,Correct
84,myrtus/IMG_3736-22.png,8,8,0.99931955,eucalyptus,myrtus,Correct
85,myrtus/IMG_3736-52.png,8,8,0.9993445,eucalyptus,myrtus,Correct
86,myrtus/IMG_3736-57.png,8,8,0.9993242,eucalyptus,myrtus,Correct
87,myrtus/IMG_3736-64.png,8,8,0.9993894,eucalyptus,myrtus,Correct
88,myrtus/IMG_3736-69.png,8,8,0.99926466,eucalyptus,myrtus,Correct
89,myrtus/IMG_3736-82.png,8,8,0.99876475,eucalyptus,myrtus,Correct
90,myrtus/IMG_3737-20.png,8,8,0.9994429,eucalyptus,myrtus,Correct
91,myrtus/IMG_3737-51.png,8,8,0.99932766,eucalyptus,myrtus,Correct
92,myrtus/IMG_3737-72.png,8,8,0.999318,eucalyptus,myrtus,Correct
93,myrtus/IMG_3737-8.png,8,8,0.99744713,eucalyptus,myrtus,Correct
94,myrtus/IMG_3738-1.png,8,8,0.99911183,eucalyptus,myrtus,Correct
95,myrtus/IMG_3738-121.png,8,8,0.9977986,eucalyptus,myrtus,Correct
96,myrtus/IMG_3738-127.png,8,8,0.99848014,eucalyptus,myrtus,Correct
97,myrtus/IMG_3738-128.png,8,8,0.95731807,eucalyptus,myrtus,Correct
98,myrtus/IMG_3738-130.png,8,8,0.99764556,eucalyptus,myrtus,Correct
99,myrtus/IMG_3738-132.png,8,8,0.9992829,eucalyptus,myrtus,Correct
100,myrtus/IMG_3738-157.png,8,8,0.99799335,eucalyptus,myrtus,Correct
101,myrtus/IMG_3738-19.png,8,8,0.99945515,eucalyptus,myrtus,Correct
102,myrtus/IMG_3738-26.png,8,8,0.9987974,eucalyptus,myrtus,Correct
103,myrtus/IMG_3738-53.png,8,8,0.9925006,eucalyptus,myrtus,Correct
104,myrtus/IMG_3738-80.png,8,8,0.99788874,eucalyptus,myrtus,Correct
105,myrtus/IMG_3738-84.png,8,8,0.9978119,eucalyptus,myrtus,Correct
106,myrtus/IMG_3738-87.png,8,8,0.9942678,eucalyptus,myrtus,Correct
107,myrtus/IMG_3738-97.png,8,8,0.9992324,eucalyptus,myrtus,Correct
108,myrtus/IMG_3738-99.png,8,8,0.9991391,eucalyptus,myrtus,Correct
109,myrtus/IMG_3741-23.png,8,8,0.9989272,eucalyptus,myrtus,Correct
110,myrtus/IMG_3741-36.png,8,8,0.99884343,eucalyptus,myrtus,Correct
111,myrtus/IMG_3741-5.png,8,8,0.9993218,eucalyptus,myrtus,Correct
112,myrtus/IMG_3741-50.png,8,8,0.99949694,eucalyptus,myrtus,Correct
113,myrtus/IMG_3741-58.png,8,8,0.9992737,eucalyptus,myrtus,Correct
114,myrtus/IMG_3741-60.png,8,8,0.99912876,eucalyptus,myrtus,Correct
115,myrtus/IMG_3741-65.png,8,8,0.9986815,eucalyptus,myrtus,Correct
116,myrtus/IMG_3741-68.png,8,8,0.99882287,eucalyptus,myrtus,Correct
117,myrtus/IMG_3741-7.png,8,8,0.99961,eucalyptus,myrtus,Correct
118,myrtus/IMG_3742-2.png,8,8,0.9987263,eucalyptus,myrtus,Correct
119,myrtus/IMG_3742-20.png,8,8,0.99917644,eucalyptus,myrtus,Correct
120,myrtus/IMG_3742-22.png,8,8,0.9988426,eucalyptus,myrtus,Correct
121,myrtus/IMG_3742-28.png,8,8,0.9994332,eucalyptus,myrtus,Correct
122,myrtus/IMG_3742-31.png,8,8,0.99910814,eucalyptus,myrtus,Correct
123,myrtus/IMG_3742-39.png,8,8,0.9993073,eucalyptus,myrtus,Correct
124,myrtus/IMG_3743-14.png,8,8,0.997612,eucalyptus,myrtus,Correct
125,myrtus/IMG_3743-33.png,8,8,0.999485,eucalyptus,myrtus,Correct
126,myrtus/IMG_3743-36.png,8,8,0.9985423,eucalyptus,myrtus,Correct
127,myrtus/IMG_3743-7.png,8,8,0.9992749,eucalyptus,myrtus,Correct
128,myrtus/IMG_3744-11.png,8,8,0.9981042,eucalyptus,myrtus,Correct
129,myrtus/IMG_3744-20.png,8,8,0.99762076,eucalyptus,myrtus,Correct
130,myrtus/IMG_3744-9.png,8,8,0.9987961,eucalyptus,myrtus,Correct
131,myrtus/Myr.M.comX400wF(1095)(1091)A-13.png,8,8,0.99966073,eucalyptus,myrtus,Correct
132,myrtus/Myr.M.comX400wF(1095)(1091)A-17.png,8,8,0.99959844,eucalyptus,myrtus,Correct
133,myrtus/Myr.M.comX400wF(1095)(1091)A-47.png,8,8,0.99932957,eucalyptus,myrtus,Correct
134,myrtus/Myr.M.comX400wF(1095)(1091)A-52.png,8,8,0.9996044,eucalyptus,myrtus,Correct
135,myrtus/Myr.M.comX400wF(1095)(1091)A-66.png,8,8,0.9993037,eucalyptus,myrtus,Correct
136,myrtus/Myr.M.comX400wF(1095)(1091)A-81.png,8,8,0.99914134,eucalyptus,myrtus,Correct
137,myrtus/Myr.M.comX400wF(1095)(1091)A-82.png,8,8,0.9992418,eucalyptus,myrtus,Correct
138,myrtus/Myr.M.comX400wF(1095)(1091)A-88.png,8,8,0.9992499,eucalyptus,myrtus,Correct
139,myrtus/Myr.M.comX400wF(1097)(1090)C-21.png,8,8,0.9992587,eucalyptus,myrtus,Correct
140,myrtus/Myr.M.comX400wF(1097)(1090)C-31.png,8,8,0.9965982,eucalyptus,myrtus,Correct
141,myrtus/Myr.M.comX400wF(1097)(1090)C-36.png,8,8,0.9985815,eucalyptus,myrtus,Correct
142,myrtus/Myr.M.comX400wF(1097)(1090)C-56.png,8,8,0.9995295,eucalyptus,myrtus,Correct
143,myrtus/Myr.M.comX400wF(1097)(1090)C-59.png,8,8,0.9991381,eucalyptus,myrtus,Correct
144,myrtus/Myr.M.comX400wF(1097)(1090)C-72.png,8,8,0.9995427,eucalyptus,myrtus,Correct
145,myrtus/Myr.M.comX400wF(1097)(1090)C-79.png,8,8,0.99935025,eucalyptus,myrtus,Correct
146,myrtus/Myr.M.comX400wF(1097)(1090)C-9.png,8,8,0.99927074,eucalyptus,myrtus,Correct
148,olea/Ole.O.euroX400wF(4264)(0)D-152.png,9,9,0.98133403,ferula,olea,Correct
150,origanum/Lam.O.micX400wF(885)(0)B-1.png,10,10,0.99939144,myrtus,origanum,Correct
151,origanum/Lam.O.micX400wF(886)(0)C-32.png,10,10,0.9981974,myrtus,origanum,Correct
152,origanum/Lam.O.micX400wF(886)(0)C-5.png,10,10,0.9987041,myrtus,origanum,Correct
153,origanum/Lam.O.micX400wF(886)(0)C-8.png,10,10,0.999724,myrtus,origanum,Correct
154,origanum/Lam.O.micX400wF(889)(0)F-26.png,10,10,0.9987752,myrtus,origanum,Correct
155,origanum/Lam.O.micX400wF(889)(0)F-54.png,10,10,0.9992446,myrtus,origanum,Correct
156,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-1.png,11,11,0.99935585,olea,oxalis,Correct
157,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-17.png,11,11,0.999708,olea,oxalis,Correct
158,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-18.png,11,11,0.99939716,olea,oxalis,Correct
159,oxalis/Oxa.O.pes.cX400wF(1733)(0)A-8.png,11,11,0.9995079,olea,oxalis,Correct
160,oxalis/Oxa.O.pes.cX400wF(1734)(0)B-9.png,11,11,0.99942315,olea,oxalis,Correct
161,oxalis/Oxa.O.pes.cX400wF(1737)(1736)E-4.png,11,11,0.99958414,olea,oxalis,Correct
162,oxalis/Oxa.O.pes.cX400wF(1738)(0)F-12.png,11,11,0.9997638,olea,oxalis,Correct
163,oxalis/Oxa.O.pes.cX400wF(1741)(0)I-5.png,11,11,0.9993718,olea,oxalis,Correct
164,oxalis/Oxa.O.pes.cX400wF(1742)(1741)J-1.png,11,11,0.9994777,olea,oxalis,Correct
165,oxalis/Oxa.O.pes.cX400wF(1743)(0)K-1.png,11,11,0.9990859,olea,oxalis,Correct
166,oxalis/Oxa.O.pes.cX400wF(1743)(0)K-10.png,11,11,0.9995839,olea,oxalis,Correct
167,oxalis/Oxa.O.pes.cX400wF(1743)(0)K-13.png,11,11,0.99958473,olea,oxalis,Correct
168,oxalis/Oxa.O.pes.cX400wF(1743)(0)K-15.png,11,11,0.9996333,olea,oxalis,Correct
169,oxalis/Oxa.O.pes.cX400wF(1743)(0)K-23.png,11,11,0.9996369,olea,oxalis,Correct
170,pinus/Pin.P.brutX400wF(3172)(0)B-6.png,12,12,0.9997036,origanum,pinus,Correct
171,pinus/Pin.P.brutX400wF(3173)(0)C-1.png,12,12,0.9996604,origanum,pinus,Correct
172,pinus/Pin.P.brutX400wF(3174)(0)D-4.png,12,12,0.9996748,origanum,pinus,Correct
173,salvia/Lam.S.triX400wF(2190)(0)C-28.png,14,14,0.99969375,oxalis,salvia,Correct
174,salvia/Lam.S.triX400wF(2190)(0)C-29.png,14,14,0.99983466,oxalis,salvia,Correct
175,salvia/Lam.S.triX400wF(2191)(0)D-22.png,14,14,0.99983096,oxalis,salvia,Correct
176,salvia/Lam.S.triX400wF(2191)(0)D-45.png,14,14,0.9997466,oxalis,salvia,Correct
177,salvia/Lam.S.triX400wF(2192)(0)E-6.png,14,14,0.9997191,oxalis,salvia,Correct
178,satureja/Lam.S.thyX400wF(941)(937)A-1.png,15,15,0.9997385,pinus,satureja,Correct
179,satureja/Lam.S.thyX400wF(944)(940)E-11.png,15,15,0.9995881,pinus,satureja,Correct
180,satureja/Lam.S.thyX400wF(944)(940)E-27.png,15,15,0.9997323,pinus,satureja,Correct
181,satureja/Lam.S.thyX400wF(946)(0)G-1.png,15,15,0.99979526,pinus,satureja,Correct
182,thymbra/Lam.T.capX400wF(1029)(0)A-19.png,17,17,0.99922013,pistacia,thymbra,Correct
183,thymbra/Lam.T.capX400wF(1030)(0)B-7.png,17,17,0.9993625,pistacia,thymbra,Correct
184,thymbra/Lam.T.capX400wF(1030)(0)B-8.png,17,17,0.9988955,pistacia,thymbra,Correct
185,thymbra/Lam.T.capX400wF(1031)(0)C-15.png,17,17,0.99884653,pistacia,thymbra,Correct
186,thymbra/Lam.T.capX400wF(1032)(0)D-6.png,17,17,0.9997756,pistacia,thymbra,Correct
187,thymbra/Lam.T.capX400wF(1033)(0)E-1.png,17,17,0.9984119,pistacia,thymbra,Correct
188,thymbra/Lam.T.capX400wF(1033)(0)E-10.png,17,17,0.999624,pistacia,thymbra,Correct
189,thymbra/x40 f (1)-5.png,17,17,0.99966264,pistacia,thymbra,Correct
190,thymbra/x40 f (3)-5.png,17,17,0.9998549,pistacia,thymbra,Correct
191,thymbra/x40 f (5)-10.png,17,17,0.9993319,pistacia,thymbra,Correct
192,vitis/Vit.V.viniX400wF(4981)(0)D-25.png,19,19,0.9989668,salvia,vitis,Correct
193,vitis/Vit.V.viniX400wF(4983)(0)F-13.png,19,19,0.99671495,salvia,vitis,Correct
194,vitis/Vit.V.viniX400wF(4983)(0)F-20.png,19,19,0.9990571,salvia,vitis,Correct
195,vitis/Vit.V.viniX400wF(4985)(0)H-40.png,19,19,0.9992643,salvia,vitis,Correct
